0.665419, 0.851072
0.519748, 0.415163
0.742175, 0.693571
0.328852, 0.288110
0.428792, 0.404279
0.498703, 0.507434
0.471985, 0.408710
0.261010, 0.425858
0.621182, 0.500325
0.405147, 0.386206
0.616466, 0.588738
0.308883, 0.272970
0.444731, 0.462398
0.624390, 0.736999
0.680203, 0.616969
0.514832, 0.589813
0.538432, 0.519958
0.519029, 0.542124
0.424936, 0.513929
0.475408, 0.535428
0.582590, 0.619392
0.514908, 0.613674
0.493503, 0.385033
0.399204, 0.390867
0.237982, 0.504573
0.480606, 0.581862
0.620450, 0.703210
0.704328, 0.601837
0.326162, 0.483661
0.455136, 0.543264
0.313195, 0.523816
0.367682, 0.388601
0.460215, 0.453600
0.459639, 0.460846
0.368965, 0.463371
0.450947, 0.583121
0.242372, 0.333247
0.573399, 0.772744
0.499463, 0.531586
0.262193, 0.435407
0.491206, 0.502043
0.542689, 0.602974
0.285540, 0.382967
0.556000, 0.465542
0.480413, 0.428115
0.317111, 0.444209
0.366788, 0.423260
0.570284, 0.568287
0.391665, 0.474361
0.531783, 0.554376
0.634678, 0.562014
0.728518, 0.579565
0.590398, 0.559971
0.569757, 0.588318
0.543881, 0.574515
0.572075, 0.452855
0.633087, 0.600395
0.387039, 0.464603
0.360116, 0.480790
0.583698, 0.716630
0.552039, 0.599044
0.457045, 0.565808
0.508035, 0.618024
0.450425, 0.498825
0.452009, 0.597081
0.566957, 0.640565
0.552384, 0.443636
0.534702, 0.617911
0.455482, 0.550199
0.114559, 0.230382
0.523595, 0.508062
0.552280, 0.489780
0.285625, 0.313536
0.194871, 0.330824
0.470752, 0.419170
0.304466, 0.365959
0.667408, 0.624569
0.521063, 0.442580
0.412725, 0.478207
0.543132, 0.512164
0.648107, 0.475611
0.739304, 0.747417
0.606569, 0.595074
0.321836, 0.422626
0.702624, 0.673280
0.459164, 0.654730
0.609542, 0.577459
0.600358, 0.494225
0.574998, 0.613132
0.598578, 0.612448
0.413525, 0.428714
0.477741, 0.484821
0.363064, 0.542802
0.473906, 0.396846
0.511240, 0.642108
0.573936, 0.767075
0.525653, 0.629640
0.658184, 0.813140
0.535016, 0.410699
0.529116, 0.523487
0.580966, 0.458848
0.475242, 0.576682
0.684096, 0.683263
0.335787, 0.448919
0.625516, 0.556341
0.599950, 0.746188
0.443756, 0.386820
0.496551, 0.552106
0.552042, 0.408760
0.432536, 0.511353
0.643125, 0.577840
0.536216, 0.396134
0.528158, 0.639729
0.598401, 0.634047
0.273526, 0.357435
0.811097, 0.786845
0.221261, 0.330178
0.494278, 0.501921
0.527972, 0.578666
0.628700, 0.721451
0.475249, 0.521178
0.494657, 0.482742
0.431683, 0.345946
0.506653, 0.543972
0.677471, 0.593530
0.462498, 0.504823
0.707642, 0.580436
0.633134, 0.723005
0.613819, 0.654975
0.520105, 0.504003
0.558428, 0.627742
0.401143, 0.272446
0.480804, 0.460123
0.673554, 0.572912
0.491747, 0.507421
0.393268, 0.351693
0.409988, 0.493077
0.678837, 0.645248
0.481136, 0.475861
0.559540, 0.554893
0.552072, 0.468763
0.541736, 0.553203
0.497390, 0.661447
0.383748, 0.418768
0.368486, 0.364055
0.413819, 0.487602
0.207715, 0.348480
0.498074, 0.574454
0.304044, 0.284852
0.502031, 0.562699
0.346315, 0.305049
0.473693, 0.414056
0.417311, 0.375825
0.400315, 0.442465
0.566697, 0.560561
0.358691, 0.492105
0.561734, 0.602224
0.624363, 0.584699
0.516062, 0.624385
0.408368, 0.396461
0.245119, 0.211685
0.632736, 0.631576
