0.593841, 0.507339
0.699792, 0.351960
0.398088, 0.742589
0.584502, 0.356186
0.419403, 0.493783
0.671901, 0.284676
0.633821, 0.362337
0.424055, 0.544379
0.450945, 0.496812
0.597442, 0.488047
0.599531, 0.373497
0.421458, 0.570471
0.482152, 0.359741
0.423382, 0.596199
0.259263, 0.611819
0.557124, 0.505096
0.555899, 0.477496
0.632348, 0.259721
0.527429, 0.391264
0.492198, 0.403085
0.776626, 0.353545
0.392856, 0.590448
0.320586, 0.400335
0.510572, 0.398672
0.510232, 0.454155
0.358783, 0.552940
0.387312, 0.616887
0.607603, 0.487176
0.474850, 0.563710
0.448030, 0.574524
0.375583, 0.605557
0.565713, 0.524795
0.492690, 0.367210
0.476240, 0.301447
0.486256, 0.344958
0.520393, 0.576336
0.412978, 0.647931
0.442137, 0.620210
0.585318, 0.427278
0.505201, 0.536849
0.400907, 0.485826
0.546699, 0.590179
0.572633, 0.537656
0.414069, 0.555393
0.507280, 0.504508
0.230678, 0.691634
0.188031, 0.638835
0.388609, 0.685060
0.453617, 0.522367
0.320033, 0.560763
0.435368, 0.436096
0.372087, 0.596438
0.333084, 0.494981
0.332436, 0.641462
0.461187, 0.498879
0.495963, 0.501962
0.340378, 0.548954
0.690723, 0.235169
0.589738, 0.457475
0.534078, 0.538010
0.662069, 0.337977
0.370283, 0.802990
0.322439, 0.719886
0.288686, 0.551749
0.535506, 0.438297
0.446519, 0.518738
0.688259, 0.303847
0.663935, 0.490759
0.544083, 0.418181
0.469794, 0.585321
0.545615, 0.432501
0.322833, 0.577618
0.452475, 0.458271
0.438931, 0.518908
0.485099, 0.569288
0.538238, 0.552415
0.501379, 0.491932
0.647208, 0.475669
0.416857, 0.475138
0.309612, 0.557714
0.250932, 0.619960
0.466181, 0.572973
0.351038, 0.424664
0.496334, 0.564448
0.231828, 0.443724
0.507140, 0.645784
0.524724, 0.460717
0.339930, 0.691576
0.335335, 0.781427
0.469874, 0.536516
0.327456, 0.581109
0.427820, 0.410420
0.641383, 0.504529
0.417288, 0.507284
0.395098, 0.546536
0.697926, 0.384038
0.579772, 0.513687
0.294733, 0.622859
0.555644, 0.537733
0.414378, 0.557296
0.597776, 0.361715
0.309898, 0.719017
0.310271, 0.634751
0.341507, 0.482460
0.445454, 0.517223
0.520710, 0.448377
0.302407, 0.767809
0.555697, 0.391812
0.580200, 0.532794
0.422326, 0.541108
0.620531, 0.367061
0.383559, 0.652649
0.330550, 0.491116
0.549573, 0.522663
0.439714, 0.671471
0.372102, 0.509101
0.502777, 0.565816
0.321642, 0.606914
0.380908, 0.658494
0.375169, 0.700570
0.547076, 0.519508
0.740805, 0.245566
0.416698, 0.570658
0.356322, 0.603969
0.444631, 0.580449
0.456791, 0.486459
0.752026, 0.210697
0.439352, 0.503775
0.728753, 0.276987
0.391005, 0.609652
0.316717, 0.617564
0.592135, 0.398435
0.462928, 0.544111
0.663190, 0.314756
0.636031, 0.478107
0.593471, 0.471005
0.391582, 0.517651
0.551656, 0.435315
0.564114, 0.523070
0.607170, 0.355012
0.563127, 0.552570
0.477070, 0.528002
0.273460, 0.630223
0.458812, 0.563176
0.469570, 0.549624
0.607286, 0.307431
0.341984, 0.635007
0.614277, 0.410424
0.637341, 0.356414
0.307424, 0.542454
0.415359, 0.596732
0.348656, 0.590555
0.363789, 0.500981
0.583687, 0.393563
0.479435, 0.505167
0.341185, 0.535879
0.718401, 0.369318
0.483545, 0.573656
0.451252, 0.588879
0.648594, 0.379393
0.561263, 0.411960
0.646312, 0.366772
0.332365, 0.449701
0.567703, 0.412072
0.288027, 0.681155
0.395617, 0.500872
0.486522, 0.570476
0.431120, 0.559412
0.575082, 0.449103
0.504144, 0.491891
0.343409, 0.647092
0.356329, 0.564026
0.458064, 0.534933
0.481915, 0.438834
0.543937, 0.463326
0.511972, 0.478963
0.370584, 0.579034
0.205614, 0.635588
0.503367, 0.506956
0.264747, 0.690793
0.530494, 0.506694
0.666457, 0.430761
0.438175, 0.498820
0.592688, 0.523025
0.486130, 0.406828
0.589540, 0.485879
0.482289, 0.431917
0.638882, 0.287714
0.451261, 0.481557
0.491597, 0.624255
0.322734, 0.635127
0.345583, 0.614180
0.388131, 0.544541
0.319990, 0.583742
0.587809, 0.376687
0.365247, 0.588676
0.431819, 0.497605
0.369857, 0.443143
0.606428, 0.471634
0.810457, 0.333515
0.440292, 0.541464
0.595135, 0.470258
0.560056, 0.311517
0.717363, 0.400340
0.398884, 0.657993
0.616412, 0.353543
0.585030, 0.372730
0.597218, 0.505216
0.512790, 0.323818
0.353004, 0.621591
0.498021, 0.365335
0.536086, 0.456488
0.573109, 0.236431
0.343887, 0.485433
0.242562, 0.560158
0.464627, 0.734427
0.518429, 0.406455
0.621595, 0.458314
0.367469, 0.612122
0.349430, 0.626475
0.676406, 0.267995
0.470455, 0.415152
0.658705, 0.399323
0.510295, 0.510632
0.718638, 0.366675
0.469174, 0.433813
0.490566, 0.621066
0.456496, 0.595107
0.504129, 0.603081
0.292744, 0.625044
0.474172, 0.494545
0.678242, 0.441770
0.711838, 0.321950
0.478697, 0.606288
0.578198, 0.360841
0.441006, 0.408068
0.521331, 0.591722
0.561602, 0.518832
0.478463, 0.491877
0.446442, 0.493954
0.388791, 0.575225
0.609834, 0.459136
0.482626, 0.523573
0.516227, 0.400829
0.381958, 0.554385
0.618416, 0.404901
0.525444, 0.713893
0.374379, 0.457689
0.442034, 0.592568
0.396702, 0.454907
0.629397, 0.330894
0.450250, 0.505641
0.415116, 0.484221
0.591694, 0.401881
0.379194, 0.583560
0.344685, 0.428013
0.407709, 0.454759
0.522187, 0.315244
0.444130, 0.594304
0.530240, 0.470238
0.680563, 0.278082
0.455972, 0.572656
0.472360, 0.532332
0.597986, 0.138343
0.463071, 0.450844
0.586748, 0.398320
0.628346, 0.330073
0.651307, 0.354738
0.661355, 0.443012
0.530236, 0.461246
0.591297, 0.458410
0.467639, 0.600676
0.531873, 0.567160
0.322489, 0.607096
0.447936, 0.669463
0.474659, 0.625094
0.504268, 0.533390
0.552672, 0.500776
0.499698, 0.482045
0.434103, 0.588780
0.428794, 0.420518
0.456766, 0.433277
0.747180, 0.353096
0.404699, 0.584572
0.477572, 0.519038
0.570480, 0.455240
0.629106, 0.562254
0.452383, 0.508907
0.681612, 0.296137
0.605274, 0.661639
0.583766, 0.501575
0.514864, 0.416194
0.486435, 0.478761
0.633568, 0.389823
0.356470, 0.542469
0.341487, 0.434975
0.432974, 0.562024
0.728136, 0.343807
0.528515, 0.512273
0.594386, 0.476159
0.457118, 0.625383
0.463918, 0.482628
0.526525, 0.531788
0.465287, 0.492107
0.681085, 0.414403
0.429321, 0.791043
0.291853, 0.742260
0.916630, 0.221314
0.289826, 0.727605
0.568785, 0.316847
0.398443, 0.499367
0.460552, 0.601959
0.504665, 0.389136
0.341266, 0.543995
0.469604, 0.524317
0.444132, 0.454870
0.347553, 0.678088
0.545433, 0.319322
